customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
8226-bxges,male,0,Yes,No,64,Yes,yes,fiber optic,yes,yes,yes,no,no,no,one year,No,bank transfer (automatic),89.45,5692.65,No
3877-jrjip,male,0,No,No,1,Yes,yes,dsl,no,no,no,no,yes,no,month-to-month,Yes,electronic check,59.85,59.85,Yes
8375-dkebr,female,1,No,No,1,Yes,no,fiber optic,no,no,no,no,no,no,month-to-month,Yes,electronic check,69.6,69.6,Yes
9705-iovqq,male,1,Yes,Yes,61,Yes,yes,fiber optic,no,yes,no,no,yes,yes,one year,No,electronic check,99,5969.3,No
1015-owjki,male,0,No,No,1,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,No,mailed check,19.05,19.05,No
7511-ymxvq,male,0,No,No,9,No,no phone service,dsl,no,no,no,no,yes,yes,month-to-month,Yes,electronic check,45.4,418.8,Yes
2040-xbavj,male,0,Yes,Yes,72,Yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,No,bank transfer (automatic),114.45,8100.55,No
7551-johti,female,0,No,No,1,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,No,mailed check,19.5,19.5,Yes
8887-ipqnc,female,0,Yes,No,7,Yes,no,dsl,no,no,no,no,no,no,month-to-month,Yes,mailed check,44.25,313.45,No
8646-jcoms,female,0,Yes,No,66,Yes,yes,fiber optic,no,yes,yes,yes,no,no,one year,Yes,bank transfer (automatic),90.55,6130.95,No
9804-icwbg,male,0,No,No,1,Yes,no,fiber optic,no,no,no,no,no,no,month-to-month,Yes,electronic check,69.9,69.9,Yes
1222-kjnzd,male,0,Yes,Yes,40,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,Yes,bank transfer (automatic),20.4,745.3,No
0106-ghrqr,male,0,No,No,16,Yes,yes,dsl,no,yes,yes,no,no,yes,month-to-month,Yes,bank transfer (automatic),71.4,1212.1,No
5318-ixuzf,female,0,No,No,2,Yes,no,fiber optic,no,yes,no,no,yes,no,month-to-month,Yes,bank transfer (automatic),87.15,183.75,Yes
3768-vhxqo,male,0,Yes,No,67,Yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,No,credit card (automatic),24.85,1583.5,No
8952-wcvcd,female,0,Yes,No,41,Yes,no,fiber optic,yes,yes,yes,no,yes,yes,one year,Yes,bank transfer (automatic),104.45,4162.05,No
2418-tpeun,female,0,Yes,Yes,56,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,Yes,credit card (automatic),19.8,1119.9,No
3963-ryfns,female,0,No,No,72,Yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,Yes,bank transfer (automatic),116.45,8013.55,No
3198-velrd,female,0,Yes,Yes,3,Yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,Yes,bank transfer (automatic),84.75,264.85,Yes
8540-zqgea,female,0,Yes,No,54,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,No,credit card (automatic),20.05,1102.4,No
1320-rehcs,male,1,No,No,52,Yes,yes,fiber optic,no,yes,yes,yes,yes,yes,month-to-month,Yes,electronic check,110.75,5832,No
4137-jophl,female,0,No,No,50,Yes,no,fiber optic,no,no,yes,yes,no,yes,two year,Yes,bank transfer (automatic),89.7,4304.5,No
9436-zbzct,male,0,No,No,14,Yes,yes,fiber optic,no,no,no,yes,yes,no,month-to-month,Yes,electronic check,89.95,1178.4,Yes
7801-cednv,male,0,Yes,No,27,Yes,no,dsl,yes,no,no,no,no,no,one year,No,credit card (automatic),48.7,1421.75,No
2057-boykm,female,1,Yes,No,72,Yes,yes,fiber optic,yes,yes,yes,yes,no,no,two year,Yes,bank transfer (automatic),96.6,6827.5,No
3658-qqjyd,male,0,No,No,62,Yes,no,dsl,yes,yes,no,no,yes,yes,one year,Yes,credit card (automatic),74.3,4698.05,No
1803-bgnbd,female,0,No,No,12,Yes,no,dsl,no,yes,no,yes,no,no,month-to-month,Yes,electronic check,54.3,654.5,No
0134-xwxce,female,1,No,No,44,Yes,no,dsl,no,no,yes,yes,yes,yes,one year,No,bank transfer (automatic),74.85,3268.05,No
6950-twmyb,male,0,Yes,Yes,54,Yes,no,fiber optic,no,yes,no,yes,no,no,two year,Yes,bank transfer (automatic),79.95,4362.05,No
5848-fhrfc,female,0,No,No,68,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,No,bank transfer (automatic),20.05,1386.9,No
2243-fnmmi,male,0,No,No,20,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,No,mailed check,19.4,415.4,No
2511-morqy,male,0,Yes,Yes,50,Yes,yes,dsl,no,no,yes,no,no,no,one year,No,bank transfer (automatic),54.9,2614.1,No
5356-kzckt,male,0,No,No,58,Yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,Yes,credit card (automatic),24.45,1513.6,No
9470-xccem,male,0,Yes,Yes,35,Yes,yes,fiber optic,no,yes,no,no,yes,no,month-to-month,Yes,bank transfer (automatic),89.65,3161.6,No
6519-cfdbx,female,0,No,No,2,Yes,no,dsl,no,no,no,no,no,no,month-to-month,Yes,electronic check,45.4,80.95,No
3902-mivle,male,0,Yes,Yes,63,Yes,yes,dsl,yes,no,yes,yes,no,yes,two year,No,mailed check,75.7,4676.7,No
0409-wtmpl,female,0,Yes,No,58,Yes,yes,fiber optic,yes,yes,yes,no,yes,yes,one year,Yes,credit card (automatic),110.65,6526.65,No
8763-kiafh,female,0,Yes,Yes,27,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,Yes,mailed check,20.55,583.3,No
3669-whafy,female,0,Yes,No,71,Yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,two year,Yes,credit card (automatic),115.15,8078.1,No
3055-vtcgs,female,0,No,No,63,Yes,no,dsl,no,no,yes,no,no,yes,one year,No,credit card (automatic),58.55,3503.5,No
3144-kmtwz,male,0,Yes,No,71,Yes,yes,fiber optic,no,yes,yes,no,no,yes,month-to-month,Yes,bank transfer (automatic),93.25,6669.45,No
7279-buywn,female,1,No,No,41,Yes,yes,fiber optic,yes,yes,yes,no,yes,yes,month-to-month,Yes,electronic check,113.2,4689.5,Yes
7156-mhugy,male,1,No,No,13,Yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,Yes,electronic check,90.5,1201.15,Yes
7198-glxtc,male,0,No,No,2,Yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,No,electronic check,79,143.65,Yes
2007-qvgaw,female,0,Yes,Yes,68,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,Yes,bank transfer (automatic),19.35,1292.65,No
5207-plstk,male,0,Yes,Yes,1,Yes,no,dsl,yes,no,no,no,no,no,month-to-month,Yes,mailed check,48.75,48.75,No
2307-fynnl,male,1,No,No,65,Yes,yes,fiber optic,yes,no,yes,yes,yes,yes,two year,Yes,electronic check,109.05,7108.2,No
5605-xnwen,male,1,Yes,No,72,Yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,Yes,bank transfer (automatic),25,1802.55,No
2155-amqrx,female,0,No,No,28,Yes,yes,dsl,no,no,no,yes,no,no,month-to-month,Yes,credit card (automatic),54.9,1505.15,No
6181-axxyf,male,0,Yes,Yes,72,Yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,No,credit card (automatic),24.75,1859.1,No
5091-hfazw,female,0,No,No,2,Yes,no,fiber optic,yes,yes,no,no,yes,no,month-to-month,Yes,electronic check,91.15,168.5,No
0516-vrybw,female,0,No,Yes,18,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,No,bank transfer (automatic),20.15,390.85,Yes
2519-lbnql,male,1,Yes,No,60,Yes,yes,fiber optic,no,yes,yes,no,yes,yes,one year,Yes,electronic check,104.35,6339.45,No
8623-ulfnq,female,1,No,No,26,Yes,yes,dsl,no,no,no,yes,no,yes,month-to-month,Yes,electronic check,66.05,1652.4,No
8380-pefpe,male,0,No,Yes,1,Yes,no,fiber optic,no,no,no,no,no,no,month-to-month,Yes,electronic check,71.65,71.65,Yes
5687-dkdtv,female,0,No,No,4,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,No,mailed check,20.35,77.5,Yes
1568-ljszu,male,0,Yes,Yes,68,Yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,Yes,credit card (automatic),92.2,6392.85,No
7530-hdyds,female,0,No,No,38,Yes,no,fiber optic,no,yes,yes,yes,no,no,month-to-month,Yes,credit card (automatic),84.25,3264.5,Yes
7789-hksbs,female,1,Yes,No,42,Yes,yes,fiber optic,yes,no,yes,no,yes,yes,one year,Yes,bank transfer (automatic),105.2,4599.15,No
7416-cktep,female,0,Yes,No,57,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,Yes,bank transfer (automatic),19.6,1134.25,No
2586-cwxvv,male,0,Yes,No,54,No,no phone service,dsl,no,yes,no,no,no,no,month-to-month,No,electronic check,30.4,1621.35,No
3096-izetn,female,0,No,No,12,Yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,No,bank transfer (automatic),78.1,947.3,Yes
2348-kcjlt,female,0,Yes,No,44,Yes,no,dsl,yes,yes,yes,no,no,no,one year,Yes,mailed check,61.5,2722.2,No
8401-emuwf,male,0,Yes,Yes,42,Yes,yes,dsl,yes,yes,no,no,yes,no,month-to-month,Yes,bank transfer (automatic),69.4,3058.3,No
4193-ibksw,male,0,Yes,Yes,72,Yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,No,bank transfer (automatic),24.75,1769.6,No
5377-ndtou,female,0,Yes,Yes,71,Yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,No,mailed check,91.05,6293.75,No
5922-abdvo,female,0,Yes,No,19,Yes,yes,fiber optic,no,no,yes,no,no,yes,month-to-month,No,mailed check,89.65,1761.05,Yes
2474-lcnue,female,0,Yes,No,23,Yes,yes,dsl,no,no,no,yes,yes,yes,month-to-month,Yes,credit card (automatic),73.65,1642.75,No
0839-qnxme,female,0,No,No,30,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,No,credit card (automatic),19.4,578.5,No
3506-ovlkd,male,0,No,No,35,Yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,No,bank transfer (automatic),26.2,954.9,No
9172-ancrx,female,0,No,No,10,Yes,yes,fiber optic,yes,no,no,no,yes,yes,month-to-month,Yes,electronic check,98.7,973.25,Yes
6650-vjonk,male,0,No,No,1,Yes,no,dsl,no,no,no,no,no,no,month-to-month,Yes,bank transfer (automatic),43.85,43.85,No
2178-pmgcj,male,0,No,No,22,Yes,no,fiber optic,no,no,no,no,no,no,month-to-month,Yes,mailed check,69.7,1490.4,No
7492-tafjd,male,0,Yes,Yes,7,No,no phone service,dsl,yes,yes,yes,no,no,no,two year,No,mailed check,38.55,280,No
2773-madbq,female,0,No,No,36,No,no phone service,dsl,yes,yes,yes,yes,no,yes,two year,Yes,mailed check,53.1,1901.25,No
6016-lvtjq,female,0,Yes,Yes,34,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,No,mailed check,20.65,716.4,No
7860-ksugx,male,0,Yes,Yes,72,Yes,yes,dsl,yes,yes,yes,no,no,no,two year,No,credit card (automatic),64.45,4720,No
8966-kzxxa,male,0,Yes,Yes,36,Yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,No,credit card (automatic),25.1,930.95,No
6910-hadcm,female,0,No,No,1,Yes,no,fiber optic,no,no,yes,no,no,no,month-to-month,No,electronic check,76.35,76.35,Yes
4816-lxzyw,female,0,No,No,23,Yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,Yes,electronic check,79.15,1676.95,Yes
9606-pbkbq,male,1,Yes,No,32,Yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,Yes,electronic check,85,2642.05,Yes
5149-qyttu,female,0,Yes,Yes,71,Yes,yes,fiber optic,yes,yes,yes,yes,no,no,one year,Yes,credit card (automatic),95.15,6770.85,No
2070-xymfh,female,1,No,No,23,Yes,yes,fiber optic,no,no,yes,no,no,no,month-to-month,Yes,mailed check,79.35,1835.3,No
2085-bojki,male,0,Yes,No,17,Yes,no,fiber optic,no,no,yes,no,yes,yes,one year,Yes,bank transfer (automatic),96.65,1588.25,No
0817-hsuse,male,0,No,No,1,Yes,no,dsl,no,no,yes,yes,yes,yes,month-to-month,Yes,electronic check,75.5,75.5,No
5442-pptjy,male,0,Yes,Yes,12,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,No,mailed check,19.7,258.35,No
1927-qewmy,female,0,Yes,No,72,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,No,credit card (automatic),20.5,1502.25,No
1663-mhlhe,male,0,No,No,1,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,No,mailed check,19.2,19.2,No
5663-qbgis,male,1,Yes,No,72,Yes,yes,fiber optic,no,yes,no,no,yes,yes,two year,No,bank transfer (automatic),98.35,6929.4,No
4450-mdzfx,male,0,Yes,Yes,60,Yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,No,bank transfer (automatic),74.35,4453.3,No
6701-dhkwq,female,0,Yes,Yes,61,No,no phone service,dsl,no,yes,yes,yes,yes,no,two year,No,credit card (automatic),51.35,3244.4,No
7554-akdqf,female,0,Yes,No,6,Yes,no,dsl,no,no,no,no,no,no,month-to-month,No,mailed check,45.65,323.45,No
3536-iqctx,male,1,Yes,No,32,Yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,No,electronic check,85.3,2661.1,Yes
4911-banwh,female,0,No,Yes,31,Yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,Yes,credit card (automatic),86.55,2697.4,Yes
8496-ejaui,male,0,No,No,19,Yes,no,fiber optic,no,yes,no,no,no,no,month-to-month,Yes,credit card (automatic),73.85,1424.5,Yes
0794-yvsge,male,0,Yes,Yes,72,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,No,bank transfer (automatic),20.3,1401.15,No
5423-bhixo,female,0,No,No,32,Yes,yes,dsl,no,yes,no,no,no,no,month-to-month,Yes,electronic check,54.2,1739.6,No
6908-vvyhm,male,0,Yes,No,65,Yes,yes,fiber optic,no,yes,no,no,no,yes,month-to-month,Yes,electronic check,90.65,5931,No
2959-eexwb,female,0,Yes,Yes,45,No,no phone service,dsl,yes,no,no,no,yes,yes,month-to-month,Yes,bank transfer (automatic),50.9,2333.85,No
1839-umack,male,0,No,No,42,Yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,No,electronic check,25.05,949.85,No
3030-ydnrm,male,0,No,No,8,Yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,Yes,electronic check,74.85,572.45,No
7321-kksdu,male,0,No,Yes,32,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,No,mailed check,20.5,696.8,No
3402-xriuo,female,1,Yes,No,22,Yes,yes,dsl,yes,yes,no,yes,no,no,month-to-month,Yes,mailed check,63.55,1381.8,No
3132-tvfdz,male,1,Yes,No,57,No,no phone service,dsl,no,no,no,no,yes,yes,month-to-month,Yes,electronic check,44.85,2572.95,Yes
8286-afuyi,male,0,No,No,1,Yes,no,dsl,yes,no,no,no,no,no,month-to-month,No,electronic check,47.95,47.95,No
8080-ddemj,male,1,No,No,1,Yes,no,dsl,no,no,no,no,no,no,month-to-month,No,electronic check,45.1,45.1,Yes
8356-wuaoj,female,0,Yes,No,1,Yes,no,dsl,no,no,no,no,no,no,month-to-month,Yes,electronic check,45,45,No
6365-mtgzx,male,0,No,No,24,Yes,no,fiber optic,no,no,no,yes,yes,yes,month-to-month,Yes,electronic check,96,2122.45,Yes
1349-wxngg,male,0,No,No,1,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,No,bank transfer (automatic),20.05,20.05,Yes
8058-dmyru,male,1,No,No,54,Yes,yes,fiber optic,no,yes,no,no,no,yes,month-to-month,Yes,electronic check,90.05,4931.8,No
9350-zxyjc,female,0,No,No,4,Yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,Yes,credit card (automatic),25.3,116.95,No
6990-ynrio,male,0,Yes,Yes,65,Yes,yes,fiber optic,yes,no,yes,yes,yes,yes,two year,No,bank transfer (automatic),108.65,6937.95,Yes
8958-jptrr,female,0,Yes,No,56,Yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,No,electronic check,24.3,1261.7,No
6959-gqegv,male,0,No,No,45,Yes,no,dsl,yes,no,yes,no,yes,yes,month-to-month,Yes,electronic check,75.95,3273.8,No
3173-wssue,female,0,Yes,Yes,71,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,No,credit card (automatic),19.7,1415.85,No
1265-hvpzb,male,0,Yes,No,59,Yes,no,dsl,yes,yes,yes,no,yes,no,one year,No,credit card (automatic),66.4,3958.2,No
4115-umjfq,male,0,No,No,69,No,no phone service,dsl,no,yes,yes,no,no,no,one year,Yes,bank transfer (automatic),35.75,2492.25,No
7369-trpfd,male,0,No,No,19,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,No,mailed check,18.8,279.2,No
1098-kfqec,female,0,Yes,Yes,55,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,No,credit card (automatic),19.4,1083,No
7190-xhtwj,female,0,No,No,38,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,No,mailed check,19.3,755.5,No
0621-twiem,male,0,No,No,10,Yes,no,dsl,no,no,no,no,no,no,month-to-month,Yes,electronic check,45.55,402.6,Yes
3537-rybhh,female,1,Yes,No,47,Yes,yes,dsl,yes,yes,yes,no,no,no,month-to-month,Yes,credit card (automatic),67.45,3252,No
2485-itvkb,female,0,Yes,No,2,No,no phone service,dsl,no,no,no,no,no,yes,month-to-month,Yes,electronic check,35.1,68.75,Yes
3669-oysji,male,0,No,No,1,Yes,no,dsl,no,no,no,no,no,no,month-to-month,No,credit card (automatic),46.2,46.2,Yes
1612-eohdh,female,0,No,No,1,Yes,no,dsl,no,no,no,no,no,no,month-to-month,No,electronic check,45.15,45.15,Yes
6702-ohfwr,male,1,No,No,1,No,no phone service,dsl,no,yes,yes,no,no,yes,month-to-month,Yes,electronic check,43.3,43.3,Yes
5296-bfcyd,male,0,Yes,Yes,46,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,Yes,mailed check,20.1,936.85,No
4510-pyush,female,1,No,No,38,Yes,no,dsl,yes,yes,no,no,no,no,month-to-month,Yes,credit card (automatic),57.15,2250.65,Yes
9359-janws,female,0,Yes,No,65,Yes,no,dsl,yes,no,yes,yes,no,no,two year,No,credit card (automatic),58.9,3857.1,No
7517-sawmo,female,0,Yes,No,19,Yes,no,fiber optic,yes,no,no,no,no,no,month-to-month,Yes,electronic check,73.2,1441.1,Yes
4143-hhpmk,male,0,No,No,52,Yes,no,fiber optic,no,yes,no,no,no,yes,month-to-month,Yes,electronic check,85.35,4338.6,Yes
3279-dyzqm,male,0,Yes,Yes,71,Yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,No,mailed check,19.45,1378.45,No
7054-lgeqw,female,0,No,No,1,Yes,no,dsl,no,no,no,no,no,no,month-to-month,No,mailed check,45.95,45.95,Yes
